quality,seed,irreversible_recall,reversible_recall,critical_precision,false_alarm_rate,probe_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value
0.6,15446,0.6658031088082902,0.5490196078431373,0.32098027495517034,0.21846153846153846,0.0998076923076923,0.40932642487046633,0.6154638950790364,0.6400774999999967
0.6,15447,0.6567567567567567,0.5904059040590406,0.33274231678487,0.21711538461538463,0.1,0.43513513513513513,0.6169589521594114,0.646521538461534
0.6,15448,0.6640211640211641,0.5639097744360902,0.3307322929171669,0.2144230769230769,0.10923076923076923,0.41798941798941797,0.6172620898021827,0.6411299999999952
0.6,15449,0.6322751322751323,0.5970695970695971,0.34683855125844076,0.20461538461538462,0.10461538461538461,0.46825396825396826,0.606715150533935,0.6232296153846117
0.6,15450,0.6219839142091153,0.5300751879699248,0.3079688436189335,0.2221153846153846,0.09346153846153846,0.46648793565683644,0.5853631291016159,0.6178238461538421
0.6,15451,0.6547945205479452,0.5583482944344704,0.32894736842105265,0.21576923076923077,0.10019230769230769,0.44931506849315067,0.6088957875609599,0.6290705769230731
0.6,15452,0.6227848101265823,0.5163147792706334,0.31790123456790126,0.2125,0.10115384615384615,0.4582278481012658,0.5863795852345894,0.6102249999999969
0.6,15453,0.6025974025974026,0.5794223826714802,0.33034647550776586,0.21557692307692308,0.09884615384615385,0.4805194805194805,0.5868961976886339,0.6099834615384592
0.6,15454,0.6301020408163265,0.5527638190954773,0.34263657957244653,0.2128846153846154,0.10019230769230769,0.44642857142857145,0.6001827607668474,0.6058459615384572
0.6,15455,0.6378378378378379,0.5551663747810858,0.3311377245508982,0.2148076923076923,0.09923076923076923,0.4486486486486487,0.6018053400715382,0.623292307692304
0.6,15456,0.640661938534279,0.5118110236220472,0.31420118343195264,0.22288461538461538,0.10057692307692308,0.4657210401891253,0.5907463418986261,0.5899740384615341
0.6,15457,0.6639784946236559,0.6093189964157706,0.3404872389791183,0.21865384615384614,0.10057692307692308,0.4166666666666667,0.6261302206255352,0.6479594230769196
0.6,15458,0.6544117647058824,0.5576208178438662,0.3345132743362832,0.2169230769230769,0.09634615384615385,0.44607843137254904,0.609901641750786,0.6136432692307661
0.6,15459,0.6727272727272727,0.5935251798561151,0.34424313267095263,0.21576923076923077,0.10019230769230769,0.412987012987013,0.6285566187994631,0.644427115384612
0.6,15460,0.6391509433962265,0.5470383275261324,0.3437132784958872,0.2148076923076923,0.10865384615384616,0.45754716981132076,0.6011837272426621,0.5823551923076884
0.6,15461,0.6270270270270271,0.5757009345794393,0.31671554252199413,0.22403846153846155,0.10230769230769231,0.4243243243243243,0.6003424502259143,0.6436596153846114
