seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,final_Q,mean_Q
18648,simple_success_learner,0.6635514018691588,0.514018691588785,0.338768115942029,0.5757599999999946,0.5809683391371011,0.6197993567849882
18648,simple_calibrated_learner,0.8037383177570093,0.411214953271028,0.1983695652173913,0.6722349999999963,0.8810587742157983,0.8303311621879271
18648,simple_two_signal_learner,0.822429906542056,0.40186915887850466,0.1766304347826087,0.6832683333333299,0.9049417538635874,0.8706351868477107
18649,tdc_full,0.8064516129032258,0.3118279569892473,0.1913197519929141,0.6795499999999967,0.9052000066122117,0.833741284737922
18649,simple_success_learner,0.5591397849462365,0.5161290322580645,0.3463241806908769,0.5431658333333296,0.5610857787388864,0.6187172672591995
18649,simple_calibrated_learner,0.7849462365591398,0.3225806451612903,0.1975199291408326,0.6840741666666632,0.8668547199979078,0.8298294547333754
18649,simple_two_signal_learner,0.8064516129032258,0.3118279569892473,0.17006200177147918,0.7008041666666637,0.8968701774125147,0.8791611030699056
18650,tdc_full,0.8505747126436781,0.26436781609195403,0.19090098126672614,0.6874991666666634,0.9080609486807938,0.8369618558756587
18650,simple_success_learner,0.6551724137931034,0.4482758620689655,0.3568242640499554,0.569635833333329,0.5499574883810504,0.6114417264326197
18650,simple_calibrated_learner,0.8275862068965517,0.28735632183908044,0.24174843889384479,0.67605833333333,0.8374489890046392,0.8082708799398515
18650,simple_two_signal_learner,0.8505747126436781,0.26436781609195403,0.2087421944692239,0.7011983333333305,0.8889856165261837,0.8657527724402738
18651,tdc_full,0.8105263157894737,0.3473684210526316,0.17706422018348625,0.7006224999999968,0.9087113151161634,0.8388465742210381
18651,simple_success_learner,0.6631578947368421,0.47368421052631576,0.3458715596330275,0.5808691666666607,0.5831544872250198,0.6237766632038808
18651,simple_calibrated_learner,0.7578947368421053,0.4,0.1908256880733945,0.6916974999999962,0.7733824252461646,0.8290489874792997
18651,simple_two_signal_learner,0.8,0.35789473684210527,0.1724770642201835,0.7154874999999968,0.8584747207856701,0.8773454201793868
18652,tdc_full,0.851063829787234,0.2765957446808511,0.18482999128160418,0.6913774999999966,0.9083763376795297,0.8326059523557345
18652,simple_success_learner,0.5957446808510638,0.46808510638297873,0.3469921534437663,0.577965833333329,0.5342527487540091,0.6128930019480414
18652,simple_calibrated_learner,0.8085106382978723,0.3191489361702128,0.1970357454228422,0.6834449999999965,0.8555483076129905,0.8229793161554809
