seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,mean_Q,final_Q
18433,simple_matched_Q,0.7578947368421053,0.4105263157894737,0.15692007797270954,0.6937368888888852,0.8357231003609388,0.9054430138168197
18433,simple_matched_Q_anticapture,0.7578947368421053,0.4105263157894737,0.15692007797270954,0.6937368888888852,0.8357231003609388,0.9054430138168197
18433,simple_static_q084,0.7578947368421053,0.4105263157894737,0.17543859649122806,0.7045093333333294,0.84,0.84
18434,tdc_full,0.863013698630137,0.273972602739726,0.16977428851815504,0.7089528888888855,0.8314306973250193,0.9079260101492586
18434,simple_matched_Q,0.863013698630137,0.273972602739726,0.16977428851815504,0.7089528888888855,0.8314306973250193,0.9079260101492586
18434,simple_matched_Q_anticapture,0.863013698630137,0.273972602739726,0.16977428851815504,0.7089528888888855,0.8314306973250193,0.9079260101492586
18434,simple_static_q084,0.8356164383561644,0.3013698630136986,0.16584887144259078,0.7076204444444409,0.84,0.84
18435,tdc_full,0.8876404494382022,0.25842696629213485,0.19159335288367546,0.706786666666663,0.824510242747635,0.9077547194597664
18435,simple_matched_Q,0.8876404494382022,0.25842696629213485,0.19159335288367546,0.706786666666663,0.824510242747635,0.9077547194597664
18435,simple_matched_Q_anticapture,0.8876404494382022,0.25842696629213485,0.19159335288367546,0.706786666666663,0.824510242747635,0.9077547194597664
18435,simple_static_q084,0.8764044943820225,0.2696629213483146,0.18181818181818182,0.7193324444444408,0.84,0.84
18436,tdc_full,0.8809523809523809,0.27380952380952384,0.1640625,0.6761475555555523,0.8290388975202976,0.9072280194317164
18436,simple_matched_Q,0.8809523809523809,0.27380952380952384,0.1640625,0.6761475555555523,0.8290388975202976,0.9072280194317164
18436,simple_matched_Q_anticapture,0.8809523809523809,0.27380952380952384,0.1640625,0.6761475555555523,0.8290388975202976,0.9072280194317164
18436,simple_static_q084,0.8333333333333334,0.32142857142857145,0.16796875,0.682763555555552,0.84,0.84
18437,tdc_full,0.8169014084507042,0.3380281690140845,0.1767578125,0.7111324444444406,0.8280856366571748,0.9077694080070435
18437,simple_matched_Q,0.8169014084507042,0.3380281690140845,0.1767578125,0.7111324444444406,0.8280856366571748,0.9077694080070435
18437,simple_matched_Q_anticapture,0.8169014084507042,0.3380281690140845,0.1767578125,0.7111324444444406,0.8280856366571748,0.9077694080070435
18437,simple_static_q084,0.7887323943661971,0.36619718309859156,0.177734375,0.7203119999999958,0.84,0.84
18438,tdc_full,0.8705882352941177,0.3058823529411765,0.2133204633204633,0.6718497777777734,0.8244821458550194,0.9051449423481619
18438,simple_matched_Q,0.8705882352941177,0.3058823529411765,0.2133204633204633,0.6718497777777734,0.8244821458550194,0.9051449423481619
18438,simple_matched_Q_anticapture,0.8705882352941177,0.3058823529411765,0.2133204633204633,0.6718497777777734,0.8244821458550194,0.9051449423481619
18438,simple_static_q084,0.8235294117647058,0.32941176470588235,0.2084942084942085,0.6853608888888847,0.84,0.84
18439,tdc_full,0.8235294117647058,0.29411764705882354,0.16144814090019569,0.6962382222222193,0.8346757348275025,0.9059379255714877
18439,simple_matched_Q,0.8235294117647058,0.29411764705882354,0.16144814090019569,0.6962382222222193,0.8346757348275025,0.9059379255714877
18439,simple_matched_Q_anticapture,0.8235294117647058,0.29411764705882354,0.16144814090019569,0.6962382222222193,0.8346757348275025,0.9059379255714877
18439,simple_static_q084,0.8,0.3058823529411765,0.17416829745596868,0.7129573333333299,0.84,0.84
18440,tdc_full,0.8061224489795918,0.3469387755102041,0.18461538461538463,0.696632888888885,0.8264374318108059,0.9085569419420366
18440,simple_matched_Q,0.8061224489795918,0.3469387755102041,0.18461538461538463,0.696632888888885,0.8264374318108059,0.9085569419420366
18440,simple_matched_Q_anticapture,0.8061224489795918,0.3469387755102041,0.18461538461538463,0.696632888888885,0.8264374318108059,0.9085569419420366
18440,simple_static_q084,0.7857142857142857,0.3673469387755102,0.17884615384615385,0.7055893333333293,0.84,0.84
18441,tdc_full,0.8,0.32222222222222224,0.1888454011741683,0.6996542222222185,0.817017525480847,0.9049477588216066
18441,simple_matched_Q,0.8,0.32222222222222224,0.1888454011741683,0.6996542222222185,0.817017525480847,0.9049477588216066
18441,simple_matched_Q_anticapture,0.8,0.32222222222222224,0.1888454011741683,0.6996542222222185,0.817017525480847,0.9049477588216066
18441,simple_static_q084,0.8,0.32222222222222224,0.17906066536203522,0.7136408888888851,0.84,0.84
18442,tdc_full,0.8791208791208791,0.31868131868131866,0.197495183044316,0.6916959999999961,0.8232216259577965,0.9035501159316286
18442,simple_matched_Q,0.8791208791208791,0.31868131868131866,0.197495183044316,0.6916959999999961,0.8232216259577965,0.9035501159316286
18442,simple_matched_Q_anticapture,0.8791208791208791,0.31868131868131866,0.197495183044316,0.6916959999999961,0.8232216259577965,0.9035501159316286
