seed,model,trap_capture,false_consolidation,final_recall,final_false_alarm,final_violation,trajectory,integrated_score,final_quality
16720,tdc_evidence_validated,0.1407766990291262,0.0,0.8641304347826086,0.05533333333333333,0.2826086956521739,0.7751622222222205,0.864055142329159,0.9126381279159328
16721,simple_time_schedule,0.2805593143888137,0.0,0.8802395209580839,0.072,0.25748502994011974,0.7227551111111096,0.8492467507294117,0.92
16721,simple_anti_capture,0.2074966532797858,0.0,0.725,0.116,0.38125,0.7223253333333332,0.7802134818741633,0.78
16721,simple_frozen_core,0.2226179875333927,0.0,0.7650602409638554,0.122,0.3614457831325301,0.7109937777777775,0.7925421485190868,0.78
16721,tdc_evidence_validated,0.12572447614801605,0.0,0.8251748251748252,0.050666666666666665,0.2937062937062937,0.7860533333333313,0.8535318954837998,0.9129148421336121
16722,simple_time_schedule,0.2604120999561596,0.0,0.8407643312101911,0.052,0.3184713375796178,0.7034679999999992,0.8308560578532714,0.92
16722,simple_anti_capture,0.2098821396192203,0.0,0.8022598870056498,0.11533333333333333,0.3163841807909605,0.7159466666666661,0.8158954970634786,0.78
16722,simple_frozen_core,0.21502011622708986,0.0,0.7748344370860927,0.144,0.36423841059602646,0.7479813333333315,0.7934990860681632,0.78
16722,tdc_evidence_validated,0.12789115646258503,0.0,0.8169934640522876,0.064,0.22875816993464052,0.8044084444444417,0.8620979811017739,0.9140783836183612
16723,simple_time_schedule,0.26299422478898266,0.0,0.8220858895705522,0.064,0.2822085889570552,0.6999053333333329,0.8298410709426304,0.92
16723,simple_anti_capture,0.19346289752650175,0.0,0.8201438848920863,0.12133333333333333,0.302158273381295,0.7536479999999983,0.8268326251376567,0.78
16723,simple_frozen_core,0.2240921169176262,0.0,0.7341772151898734,0.11866666666666667,0.4050632911392405,0.7167097777777773,0.7751760010717573,0.78
16723,tdc_evidence_validated,0.1347864768683274,0.0,0.8291139240506329,0.07266666666666667,0.310126582278481,0.7835644444444422,0.8461013317757056,0.9126127267142938
16724,simple_time_schedule,0.2559055118110236,0.0,0.8076923076923077,0.06266666666666666,0.3021978021978022,0.7094079999999996,0.8231376802145884,0.92
16724,simple_anti_capture,0.2255541069100391,0.0,0.7735849056603774,0.118,0.32075471698113206,0.7276804444444432,0.8042141711122591,0.78
16724,simple_frozen_core,0.20685053380782917,0.0,0.756578947368421,0.118,0.34868421052631576,0.7274315555555542,0.7961350295943892,0.78
16724,tdc_evidence_validated,0.14188883868052418,0.0,0.8235294117647058,0.04933333333333333,0.33986928104575165,0.7631546666666652,0.8408667165716546,0.911196993161482
