seed,model,trap_phase_capture_rate,trap_phase_false_consolidation_rate,post_trap_quality_damage,recovery_gain,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trajectory_value,integrated_score,final_quality
16667,simple_success_driven,0.25721901377165707,0.0,0.025756638451317482,0.06915138834710444,0.7865853658536586,0.148,0.3597560975609756,0.7412839999999988,0.7795171993836387,0.6735085857738266
16667,tdc_unvalidated,0.17387505460899957,0.12779993863148206,0.0,0.09615384615384615,0.8113207547169812,0.06333333333333334,0.3270440251572327,0.7645319999999988,0.8043108106817102,0.8642914905135151
16667,tdc_evidence_validated,0.14454545454545453,0.0,0.0,0.08496322954154278,0.863905325443787,0.04,0.26627218934911245,0.7619817777777768,0.8500482498617394,0.9136563910258066
16667,tdc_validated_with_reversal,0.13218650973291082,0.0,0.0,0.03533853511200602,0.7894736842105263,0.052,0.3223684210526316,0.7955119999999978,0.8192688198674056,0.91293174147924
16668,simple_time_schedule,0.2641255605381166,0.0,0.0,0.1643220455482748,0.8,0.05,0.32413793103448274,0.7305955555555551,0.811047179804541,0.92
16668,simple_success_driven,0.2638522427440633,0.0,5.591197929821767e-05,0.04621212121212126,0.8283582089552238,0.122,0.2835820895522388,0.7466168888888879,0.8048635252982071,0.7056096415883537
16668,tdc_unvalidated,0.15969750889679715,0.11706349206349206,0.0,0.0736594693649909,0.8545454545454545,0.05733333333333333,0.2787878787878788,0.7829488888888869,0.8265412003873418,0.8962220666015157
16668,tdc_evidence_validated,0.1435512367491166,0.0,0.0,0.022596153846153877,0.8324324324324325,0.059333333333333335,0.32972972972972975,0.7644782222222202,0.823228747150804,0.9114413812471367
16668,tdc_validated_with_reversal,0.132,0.0,0.0,0.08246393903655991,0.8716216216216216,0.05533333333333333,0.24324324324324326,0.7830817777777757,0.8559924583061078,0.914775618481176
16669,simple_time_schedule,0.26287505597850425,0.0,0.0,0.09758740929224385,0.8024691358024691,0.058,0.3148148148148148,0.7216275555555546,0.8065155130545371,0.92
16669,simple_success_driven,0.2570406794814484,0.0,0.011582524549674011,0.0888283928211332,0.7065868263473054,0.13666666666666666,0.40718562874251496,0.7147746666666668,0.7541323214479885,0.7213850031973358
16669,tdc_unvalidated,0.1536050156739812,0.1149789029535865,0.0,0.07285028371890012,0.8842105263157894,0.056,0.2789473684210526,0.7703768888888872,0.8343809277042796,0.8883428850852042
