seed,model,critical_recall,critical_precision,f1_like,false_alarm_rate,miss_rate,review_trigger_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value,final_threshold
14604,structural_score,0.44308231173380036,0.39655172413793105,0.41852770885028956,0.12419354838709677,0.5569176882661997,0.20580645161290323,0.16637478108581435,0.5704309575340571,0.8472799999999863,0.17
14604,adaptive_detector,0.07713498622589532,0.6268656716417911,0.13736713000817663,0.008064516129032258,0.9228650137741047,0.021612903225806453,0.27548209366391185,0.4993049349360901,0.7501812903225833,0.76
14605,fixed_threshold,0.7171239356669821,0.4144341170038272,0.5252945252945252,0.17274193548387096,0.282876064333018,0.295,0.1239356669820246,0.6776253932103042,0.9024183870967513,0.58
14605,calibrated_score,0.3406392694063927,0.5445255474452555,0.41910112359550566,0.05032258064516129,0.6593607305936073,0.11048387096774194,0.1634703196347032,0.5866967600014192,0.8573887096774115,0.6
14605,structural_score,0.46309314586994726,0.4094794094794095,0.43463917525773194,0.12258064516129032,0.5369068541300527,0.20758064516129032,0.15377855887521968,0.5839605445357472,0.861190645161274,0.17
14605,adaptive_detector,0.05918727915194346,0.5929203539823009,0.1076305220883534,0.007419354838709678,0.9408127208480566,0.018225806451612904,0.2835689045936396,0.4818023565868327,0.7320674193548408,0.76
14606,fixed_threshold,0.7086684539767649,0.43763796909492275,0.5411122483793926,0.16435483870967743,0.291331546023235,0.292258064516129,0.12689901697944594,0.6819449301732958,0.8942954838709435,0.58
14606,calibrated_score,0.34995700773860705,0.588150289017341,0.43881401617250676,0.04596774193548387,0.650042992261393,0.11161290322580646,0.16766981943250214,0.6025643792079387,0.8445987096774112,0.6
14606,structural_score,0.4411764705882353,0.3984375,0.4187192118226601,0.12419354838709677,0.5588235294117647,0.2064516129032258,0.1453287197231834,0.5736021249581427,0.8677548387096629,0.17
14606,adaptive_detector,0.07719298245614035,0.6423357664233577,0.13782302270947533,0.007903225806451614,0.9228070175438596,0.02209677419354839,0.3,0.49976476728671215,0.7149487096774214,0.76
