seed,policy,long_term_trajectory_value,decision_accuracy,high_stakes_accuracy,severe_error_rate,deep_path_activation_rate,mean_ethics_salience
10340,simple_majority_vote,0.21088888888889015,0.6388888888888888,0.6331428571428571,0.3668571428571429,0.0,0.0
10340,flat_weighted_integrator,0.21088888888889015,0.6388888888888888,0.6331428571428571,0.3668571428571429,0.0,0.0
10340,ethical_sense_metaperception,0.16017777777777686,0.6388888888888888,0.6331428571428571,0.3668571428571429,0.6338888888888888,0.5636944444444439
10340,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10341,single_best_modality,0.08411111111111048,0.5694444444444444,0.5757575757575758,0.42424242424242425,0.0,0.0
10341,simple_majority_vote,0.21477777777777843,0.6294444444444445,0.6375291375291375,0.36247086247086246,0.0,0.0
10341,flat_weighted_integrator,0.21477777777777843,0.6294444444444445,0.6375291375291375,0.36247086247086246,0.0,0.0
10341,ethical_sense_metaperception,0.16473333333333146,0.6294444444444445,0.6375291375291375,0.36247086247086246,0.6255555555555555,0.5684611111111095
10341,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10342,single_best_modality,0.06644444444444403,0.5677777777777778,0.5612602100350058,0.4387397899649942,0.0,0.0
10342,simple_majority_vote,0.19488888888889006,0.6188888888888889,0.6289381563593932,0.3710618436406068,0.0,0.0
10342,flat_weighted_integrator,0.19488888888889006,0.6188888888888889,0.6289381563593932,0.3710618436406068,0.0,0.0
10342,ethical_sense_metaperception,0.14515555555555135,0.6188888888888889,0.6289381563593932,0.3710618436406068,0.6216666666666667,0.5620833333333319
10342,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10343,single_best_modality,0.08922222222222172,0.5705555555555556,0.5686977299880526,0.43130227001194743,0.0,0.0
10343,simple_majority_vote,0.2547777777777795,0.6427777777777778,0.6523297491039427,0.34767025089605735,0.0,0.0
10343,flat_weighted_integrator,0.2547777777777795,0.6427777777777778,0.6523297491039427,0.34767025089605735,0.0,0.0
10343,ethical_sense_metaperception,0.2066444444444473,0.6427777777777778,0.6523297491039427,0.34767025089605735,0.6016666666666667,0.548299999999999
10343,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10344,single_best_modality,0.06788888888888846,0.5638888888888889,0.5704387990762124,0.4295612009237875,0.0,0.0
10344,simple_majority_vote,0.1830000000000001,0.6283333333333333,0.6143187066974596,0.3856812933025404,0.0,0.0
10344,flat_weighted_integrator,0.1830000000000001,0.6283333333333333,0.6143187066974596,0.3856812933025404,0.0,0.0
10344,ethical_sense_metaperception,0.13357777777777538,0.6283333333333333,0.6143187066974596,0.3856812933025404,0.6177777777777778,0.5601833333333317
10344,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10345,single_best_modality,0.05222222222222205,0.5655555555555556,0.5422116527942925,0.4577883472057075,0.0,0.0
10345,simple_majority_vote,0.22355555555555687,0.6355555555555555,0.6325802615933412,0.36741973840665876,0.0,0.0
10345,flat_weighted_integrator,0.22355555555555687,0.6355555555555555,0.6325802615933412,0.36741973840665876,0.0,0.0
10345,ethical_sense_metaperception,0.1751555555555517,0.6355555555555555,0.6325802615933412,0.36741973840665876,0.605,0.5506666666666661
10345,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10346,single_best_modality,0.08599999999999935,0.5766666666666667,0.5740740740740741,0.42592592592592593,0.0,0.0
10346,simple_majority_vote,0.2884444444444451,0.6577777777777778,0.6793981481481481,0.32060185185185186,0.0,0.0
10346,flat_weighted_integrator,0.2884444444444451,0.6577777777777778,0.6793981481481481,0.32060185185185186,0.0,0.0
10346,ethical_sense_metaperception,0.23982222222222357,0.6577777777777778,0.6793981481481481,0.32060185185185186,0.6077777777777778,0.5520666666666653
10346,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10347,single_best_modality,0.014333333333333503,0.5383333333333333,0.5472350230414746,0.45276497695852536,0.0,0.0
10347,simple_majority_vote,0.21266666666666695,0.6366666666666667,0.6336405529953917,0.3663594470046083,0.0,0.0
10347,flat_weighted_integrator,0.21266666666666695,0.6366666666666667,0.6336405529953917,0.3663594470046083,0.0,0.0
10347,ethical_sense_metaperception,0.16195555555555294,0.6366666666666667,0.6336405529953917,0.3663594470046083,0.6338888888888888,0.5529166666666645
10347,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10348,single_best_modality,0.06588888888888854,0.5672222222222222,0.5732122587968218,0.4267877412031782,0.0,0.0
10348,simple_majority_vote,0.22488888888889044,0.6488888888888888,0.6390465380249716,0.36095346197502837,0.0,0.0
10348,flat_weighted_integrator,0.22488888888889044,0.6488888888888888,0.6390465380249716,0.36095346197502837,0.0,0.0
10348,ethical_sense_metaperception,0.1748444444444454,0.6488888888888888,0.6390465380249716,0.36095346197502837,0.6255555555555555,0.5589055555555544
10348,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10349,single_best_modality,0.08766666666666587,0.5716666666666667,0.577906976744186,0.42209302325581394,0.0,0.0
10349,simple_majority_vote,0.19488888888888917,0.6322222222222222,0.6186046511627907,0.3813953488372093,0.0,0.0
