seed,policy,long_term_trajectory_value,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,low_risk_opportunity_cost
9310,ablate_context_selection,0.2143666666666672,0.678516228748068,0.321483771251932,0.2926666666666667,0.0
9310,ablate_channel_separation,0.18036666666666523,0.652241112828439,0.34775888717156106,0.20333333333333334,0.0
9311,simple_decay_memory,0.1957333333333328,0.6671686746987951,0.3328313253012048,0.0,0.0
9311,full_tdc_gen25_gated,0.2657333333333358,0.7198795180722891,0.28012048192771083,0.198,0.0
9311,ablate_gate_always_deep,0.3931466666666711,0.8493975903614458,0.15060240963855423,1.0,0.07999999999999872
9311,ablate_context_selection,0.1897333333333337,0.6626506024096386,0.3373493975903614,0.3006666666666667,0.0
9311,ablate_channel_separation,0.13973333333333104,0.625,0.375,0.20133333333333334,0.0
9312,simple_decay_memory,0.25816666666666865,0.7142857142857143,0.2857142857142857,0.0,0.0
9312,full_tdc_gen25_gated,0.24016666666666803,0.7007518796992481,0.2992481203007519,0.214,0.0
9312,ablate_gate_always_deep,0.43763333333333715,0.8827067669172932,0.11729323308270677,1.0,0.07999999999999872
9312,ablate_context_selection,0.21016666666666664,0.6781954887218045,0.3218045112781955,0.30333333333333334,0.0
9312,ablate_channel_separation,0.1481666666666649,0.631578947368421,0.3684210526315789,0.214,0.0
9313,simple_decay_memory,0.22136666666666788,0.6883308714918759,0.31166912850812406,0.0,0.0
9313,full_tdc_gen25_gated,0.2733666666666704,0.7267355982274741,0.27326440177252587,0.20733333333333334,0.0
9313,ablate_gate_always_deep,0.4174733333333381,0.8655834564254062,0.1344165435745938,1.0,0.07999999999999872
9313,ablate_context_selection,0.22136666666666846,0.6883308714918759,0.31166912850812406,0.2966666666666667,0.0
9313,ablate_channel_separation,0.1773666666666649,0.6558345642540621,0.34416543574593794,0.20733333333333334,0.0
9314,simple_decay_memory,0.22826666666666784,0.6905487804878049,0.3094512195121951,0.0,0.0
9314,full_tdc_gen25_gated,0.26026666666666937,0.7149390243902439,0.2850609756097561,0.208,0.0
9314,ablate_gate_always_deep,0.4072533333333376,0.8612804878048781,0.13871951219512196,1.0,0.07999999999999871
9314,ablate_context_selection,0.19826666666666623,0.6676829268292683,0.3323170731707317,0.3,0.0
9314,ablate_channel_separation,0.15026666666666427,0.6310975609756098,0.36890243902439024,0.21733333333333332,0.0
9315,simple_decay_memory,0.20603333333333293,0.6800573888091822,0.3199426111908178,0.0,0.0
